task,subject,z,config,predictor,spearman,auroc,dpsnr10,dpsnr20,dpsnr30,elapsed_s,fwd_count,psnr
T1->T2,IXI020-Guys-0700,46,unc_n4,unc(集成标准差),-0.9311,0.9148,2.944,5.303,9.477,3.077,40,
T1->T2,IXI020-Guys-0700,46,random,uniform-random,-0.013,0.4999,-0.016,0.014,0.057,0.0,0,
T1->T2,IXI020-Guys-0700,46,full_skip2,rcrf+unc(w.6/.4),-0.9027,0.9105,2.844,5.724,8.929,2.039,24,20.72
T1->T2,IXI020-Guys-0700,58,full_n4,rcrf+unc(w.6/.4),-0.8992,0.8986,2.444,4.573,7.12,3.336,40,20.59
T1->T2,IXI020-Guys-0700,58,fusion_w1.0,w1=1.0,-0.8855,0.8814,1.962,3.994,6.185,3.336,40,
T1->T2,IXI020-Guys-0700,58,fusion_w0.7,w1=0.7,-0.8961,0.8953,2.34,4.61,6.968,3.336,40,
T1->T2,IXI020-Guys-0700,58,fusion_w0.5,w1=0.5,-0.9022,0.9013,2.504,4.632,7.29,3.336,40,
T1->T2,IXI020-Guys-0700,58,fusion_w0.3,w1=0.3,-0.9082,0.9051,2.612,4.748,7.942,3.336,40,
T1->T2,IXI020-Guys-0700,58,fusion_w0.0,w1=0.0,-0.912,0.9019,2.455,4.59,7.922,3.336,40,
T1->T2,IXI020-Guys-0700,58,rcrf_n1,rcrf(单次推理),-0.8768,0.8734,1.986,3.719,5.808,1.321,20,20.29
T1->T2,IXI020-Guys-0700,58,rcrf_n4,rcrf(4次平均),-0.8855,0.8814,1.962,3.994,6.185,3.336,40,
T1->T2,IXI020-Guys-0700,58,unc_n4,unc(集成标准差),-0.912,0.9019,2.455,4.59,7.922,3.336,40,
T1->T2,IXI020-Guys-0700,58,random,uniform-random,0.007,0.5007,-0.022,-0.03,-0.121,0.0,0,
T1->T2,IXI020-Guys-0700,58,full_skip2,rcrf+unc(w.6/.4),-0.892,0.8942,2.395,4.765,6.758,1.662,24,20.41
T1->T2,IXI020-Guys-0700,70,full_n4,rcrf+unc(w.6/.4),-0.8931,0.8558,1.748,3.338,5.402,3.319,40,18.52
T1->T2,IXI020-Guys-0700,70,fusion_w1.0,w1=1.0,-0.8812,0.8436,1.761,3.222,5.064,3.319,40,
T1->T2,IXI020-Guys-0700,70,fusion_w0.7,w1=0.7,-0.8903,0.8533,1.799,3.328,5.303,3.319,40,
T1->T2,IXI020-Guys-0700,70,fusion_w0.5,w1=0.5,-0.8958,0.8577,1.675,3.315,5.368,3.319,40,
T1->T2,IXI020-Guys-0700,70,fusion_w0.3,w1=0.3,-0.9007,0.8597,1.345,3.27,5.503,3.319,40,
T1->T2,IXI020-Guys-0700,70,fusion_w0.0,w1=0.0,-0.9036,0.8553,1.206,2.62,5.129,3.319,40,
T1->T2,IXI020-Guys-0700,70,rcrf_n1,rcrf(单次推理),-0.8721,0.842,2.01,3.462,5.281,1.559,20,17.83
T1->T2,IXI020-Guys-0700,70,rcrf_n4,rcrf(4次平均),-0.8812,0.8436,1.761,3.222,5.064,3.319,40,
T1->T2,IXI020-Guys-0700,70,unc_n4,unc(集成标准差),-0.9036,0.8553,1.206,2.62,5.129,3.319,40,
T1->T2,IXI020-Guys-0700,70,random,uniform-random,0.0131,0.501,-0.014,0.009,0.03,0.0,0,
T1->T2,IXI020-Guys-0700,70,full_skip2,rcrf+unc(w.6/.4),-0.8877,0.8569,1.819,3.407,5.574,1.774,24,18.29
T1->T2,IXI020-Guys-0700,82,full_n4,rcrf+unc(w.6/.4),-0.9041,0.8952,2.534,4.678,7.029,3.276,40,19.85
T1->T2,IXI020-Guys-0700,82,fusion_w1.0,w1=1.0,-0.8884,0.8749,2.014,3.835,6.099,3.276,40,
T1->T2,IXI020-Guys-0700,82,fusion_w0.7,w1=0.7,-0.9004,0.891,2.395,4.488,6.698,3.276,40,
T1->T2,IXI020-Guys-0700,82,fusion_w0.5,w1=0.5,-0.9076,0.8989,2.607,4.738,7.449,3.276,40,
T1->T2,IXI020-Guys-0700,82,fusion_w0.3,w1=0.3,-0.9142,0.9044,2.673,4.795,8.425,3.276,40,
T1->T2,IXI020-Guys-0700,82,fusion_w0.0,w1=0.0,-0.92,0.9053,2.341,4.802,8.341,3.276,40,
T1->T2,IXI020-Guys-0700,82,rcrf_n1,rcrf(单次推理),-0.8787,0.8638,2.03,3.771,5.637,1.498,20,19.62
T1->T2,IXI020-Guys-0700,82,rcrf_n4,rcrf(4次平均),-0.8884,0.8749,2.014,3.835,6.099,3.276,40,
T1->T2,IXI020-Guys-0700,82,unc_n4,unc(集成标准差),-0.92,0.9053,2.341,4.802,8.341,3.276,40,
T1->T2,IXI020-Guys-0700,82,random,uniform-random,-0.0129,0.499,-0.034,-0.037,-0.001,0.0,0,
T1->T2,IXI020-Guys-0700,82,full_skip2,rcrf+unc(w.6/.4),-0.8952,0.887,2.421,4.569,6.769,2.062,24,19.84
T1->T2,IXI020-Guys-0700,94,full_n4,rcrf+unc(w.6/.4),-0.9114,0.9166,3.218,5.859,8.939,3.216,40,20.69
T1->T2,IXI020-Guys-0700,94,fusion_w1.0,w1=1.0,-0.8944,0.9028,2.857,5.262,8.355,3.216,40,
T1->T2,IXI020-Guys-0700,94,fusion_w0.7,w1=0.7,-0.9074,0.914,3.161,5.665,8.903,3.216,40,
T1->T2,IXI020-Guys-0700,94,fusion_w0.5,w1=0.5,-0.9154,0.9186,3.283,5.813,9.165,3.216,40,
T1->T2,IXI020-Guys-0700,94,fusion_w0.3,w1=0.3,-0.9229,0.9205,3.033,5.78,9.51,3.216,40,
T1->T2,IXI020-Guys-0700,94,fusion_w0.0,w1=0.0,-0.9305,0.9143,2.692,4.81,8.334,3.216,40,
T1->T2,IXI020-Guys-0700,94,rcrf_n1,rcrf(单次推理),-0.8865,0.8944,2.805,5.049,7.965,1.269,20,20.26
T1->T2,IXI020-Guys-0700,94,rcrf_n4,rcrf(4次平均),-0.8944,0.9028,2.857,5.262,8.355,3.216,40,
T1->T2,IXI020-Guys-0700,94,unc_n4,unc(集成标准差),-0.9305,0.9143,2.692,4.81,8.334,3.216,40,
T1->T2,IXI020-Guys-0700,94,random,uniform-random,0.0217,0.4782,-0.087,-0.179,-0.205,0.0,0,
T1->T2,IXI020-Guys-0700,94,full_skip2,rcrf+unc(w.6/.4),-0.9097,0.9169,3.25,6.196,9.551,1.96,24,20.53
T1->T2,IXI020-Guys-0700,106,full_n4,rcrf+unc(w.6/.4),-0.9018,0.9079,2.657,5.695,9.787,3.276,40,21.34
T1->T2,IXI020-Guys-0700,106,fusion_w1.0,w1=1.0,-0.8848,0.8916,2.131,4.396,9.0,3.276,40,
T1->T2,IXI020-Guys-0700,106,fusion_w0.7,w1=0.7,-0.8976,0.9046,2.57,5.558,9.524,3.276,40,
T1->T2,IXI020-Guys-0700,106,fusion_w0.5,w1=0.5,-0.9061,0.9105,2.793,6.094,9.815,3.276,40,
T1->T2,IXI020-Guys-0700,106,fusion_w0.3,w1=0.3,-0.9151,0.9138,2.928,6.301,10.186,3.276,40,
T1->T2,IXI020-Guys-0700,106,fusion_w0.0,w1=0.0,-0.9294,0.9104,3.039,5.921,10.477,3.276,40,
T1->T2,IXI020-Guys-0700,106,rcrf_n1,rcrf(单次推理),-0.8793,0.8804,1.986,4.145,7.702,1.441,20,21.04
T1->T2,IXI020-Guys-0700,106,rcrf_n4,rcrf(4次平均),-0.8848,0.8916,2.131,4.396,9.0,3.276,40,
T1->T2,IXI020-Guys-0700,106,unc_n4,unc(集成标准差),-0.9294,0.9104,3.039,5.921,10.477,3.276,40,
T1->T2,IXI020-Guys-0700,106,random,uniform-random,-0.0112,0.5132,0.027,0.073,0.108,0.0,0,
T1->T2,IXI020-Guys-0700,106,full_skip2,rcrf+unc(w.6/.4),-0.8992,0.9096,2.907,5.698,10.221,2.003,24,21.25
T1->T2,IXI020-Guys-0700,118,full_n4,rcrf+unc(w.6/.4),-0.8923,0.9051,4.069,6.307,7.918,3.35,40,21.75
T1->T2,IXI020-Guys-0700,118,fusion_w1.0,w1=1.0,-0.8781,0.8936,3.412,5.886,7.773,3.35,40,
T1->T2,IXI020-Guys-0700,118,fusion_w0.7,w1=0.7,-0.8891,0.9032,3.945,6.242,7.894,3.35,40,
T1->T2,IXI020-Guys-0700,118,fusion_w0.5,w1=0.5,-0.8955,0.9063,4.148,6.319,7.939,3.35,40,
T1->T2,IXI020-Guys-0700,118,fusion_w0.3,w1=0.3,-0.9013,0.9061,3.939,6.366,7.689,3.35,40,
T1->T2,IXI020-Guys-0700,118,fusion_w0.0,w1=0.0,-0.8833,0.878,2.268,4.178,6.53,3.35,40,
T1->T2,IXI020-Guys-0700,118,rcrf_n1,rcrf(单次推理),-0.8738,0.8882,3.378,5.89,7.878,2.036,20,21.2
T1->T2,IXI020-Guys-0700,118,rcrf_n4,rcrf(4次平均),-0.8781,0.8936,3.412,5.886,7.773,3.35,40,
T1->T2,IXI020-Guys-0700,118,unc_n4,unc(集成标准差),-0.8833,0.878,2.268,4.178,6.53,3.35,40,
T1->T2,IXI020-Guys-0700,118,random,uniform-random,0.0128,0.494,0.003,0.074,-0.045,0.0,0,
T1->T2,IXI020-Guys-0700,118,full_skip2,rcrf+unc(w.6/.4),-0.8713,0.8981,4.163,6.215,7.444,2.443,24,21.56
T1->T2,IXI021-Guys-0703,38,full_n4,rcrf+unc(w.6/.4),-0.9045,0.9228,3.511,7.2,12.039,3.411,40,20.95
T1->T2,IXI021-Guys-0703,38,fusion_w1.0,w1=1.0,-0.8895,0.9142,3.635,6.636,11.03,3.411,40,
T1->T2,IXI021-Guys-0703,38,fusion_w0.7,w1=0.7,-0.901,0.9215,3.477,7.117,11.772,3.411,40,
T1->T2,IXI021-Guys-0703,38,fusion_w0.5,w1=0.5,-0.9081,0.9234,3.386,7.229,12.361,3.411,40,
T1->T2,IXI021-Guys-0703,38,fusion_w0.3,w1=0.3,-0.9154,0.9221,3.305,7.364,12.448,3.411,40,
T1->T2,IXI021-Guys-0703,38,fusion_w0.0,w1=0.0,-0.9223,0.9072,2.554,5.685,11.32,3.411,40,
T1->T2,IXI021-Guys-0703,38,rcrf_n1,rcrf(单次推理),-0.8808,0.9087,3.462,6.289,9.841,1.617,20,20.73
T1->T2,IXI021-Guys-0703,38,rcrf_n4,rcrf(4次平均),-0.8895,0.9142,3.635,6.636,11.03,3.411,40,
T1->T2,IXI021-Guys-0703,38,unc_n4,unc(集成标准差),-0.9223,0.9072,2.554,5.685,11.32,3.411,40,
T1->T2,IXI021-Guys-0703,38,random,uniform-random,-0.005,0.5072,0.001,-0.015,-0.085,0.0,0,
T1->T2,IXI021-Guys-0703,38,full_skip2,rcrf+unc(w.6/.4),-0.8965,0.9243,3.677,7.404,11.724,1.719,24,20.71
T1->T2,IXI021-Guys-0703,50,full_n4,rcrf+unc(w.6/.4),-0.9115,0.9214,3.375,6.152,10.305,2.997,40,20.78
T1->T2,IXI021-Guys-0703,50,fusion_w1.0,w1=1.0,-0.8995,0.912,3.129,5.644,9.302,2.997,40,
T1->T2,IXI021-Guys-0703,50,fusion_w0.7,w1=0.7,-0.9089,0.92,3.375,6.062,10.088,2.997,40,
T1->T2,IXI021-Guys-0703,50,fusion_w0.5,w1=0.5,-0.9138,0.922,3.383,6.137,10.301,2.997,40,
T1->T2,IXI021-Guys-0703,50,fusion_w0.3,w1=0.3,-0.9177,0.9208,3.049,5.95,10.533,2.997,40,
T1->T2,IXI021-Guys-0703,50,fusion_w0.0,w1=0.0,-0.9179,0.9077,2.558,4.959,8.783,2.997,40,
T1->T2,IXI021-Guys-0703,50,rcrf_n1,rcrf(单次推理),-0.8914,0.9048,3.192,5.566,8.505,1.415,20,20.22
T1->T2,IXI021-Guys-0703,50,rcrf_n4,rcrf(4次平均),-0.8995,0.912,3.129,5.644,9.302,2.997,40,
T1->T2,IXI021-Guys-0703,50,unc_n4,unc(集成标准差),-0.9179,0.9077,2.558,4.959,8.783,2.997,40,
T1->T2,IXI021-Guys-0703,50,random,uniform-random,0.0027,0.498,-0.05,-0.069,-0.006,0.0,0,
T1->T2,IXI021-Guys-0703,50,full_skip2,rcrf+unc(w.6/.4),-0.9073,0.9245,3.679,6.509,10.635,1.764,24,20.65
T1->T2,IXI021-Guys-0703,62,full_n4,rcrf+unc(w.6/.4),-0.9125,0.9247,3.434,6.539,10.084,3.15,40,21.18
T1->T2,IXI021-Guys-0703,62,fusion_w1.0,w1=1.0,-0.8967,0.9112,3.089,5.706,8.559,3.15,40,
T1->T2,IXI021-Guys-0703,62,fusion_w0.7,w1=0.7,-0.9091,0.9225,3.388,6.363,9.707,3.15,40,
T1->T2,IXI021-Guys-0703,62,fusion_w0.5,w1=0.5,-0.9157,0.9261,3.503,6.608,10.335,3.15,40,
T1->T2,IXI021-Guys-0703,62,fusion_w0.3,w1=0.3,-0.9212,0.9268,3.393,6.901,10.973,3.15,40,
T1->T2,IXI021-Guys-0703,62,fusion_w0.0,w1=0.0,-0.9247,0.9184,3.01,6.408,10.422,3.15,40,
T1->T2,IXI021-Guys-0703,62,rcrf_n1,rcrf(单次推理),-0.8846,0.9034,3.234,5.185,7.686,1.733,20,20.71
T1->T2,IXI021-Guys-0703,62,rcrf_n4,rcrf(4次平均),-0.8967,0.9112,3.089,5.706,8.559,3.15,40,
T1->T2,IXI021-Guys-0703,62,unc_n4,unc(集成标准差),-0.9247,0.9184,3.01,6.408,10.422,3.15,40,
T1->T2,IXI021-Guys-0703,62,random,uniform-random,-0.0041,0.5043,-0.023,0.024,0.099,0.0,0,
T1->T2,IXI021-Guys-0703,62,full_skip2,rcrf+unc(w.6/.4),-0.9064,0.9251,3.766,6.686,10.084,2.054,24,21.07
T1->T2,IXI021-Guys-0703,74,full_n4,rcrf+unc(w.6/.4),-0.8894,0.8831,1.926,4.044,6.43,2.919,40,19.2
T1->T2,IXI021-Guys-0703,74,fusion_w1.0,w1=1.0,-0.8741,0.8646,1.624,3.594,5.765,2.919,40,
T1->T2,IXI021-Guys-0703,74,fusion_w0.7,w1=0.7,-0.8858,0.8792,1.88,3.977,6.391,2.919,40,
T1->T2,IXI021-Guys-0703,74,fusion_w0.5,w1=0.5,-0.8929,0.8864,2.016,4.142,6.532,2.919,40,
T1->T2,IXI021-Guys-0703,74,fusion_w0.3,w1=0.3,-0.8991,0.8905,2.009,4.21,6.727,2.919,40,
T1->T2,IXI021-Guys-0703,74,fusion_w0.0,w1=0.0,-0.9064,0.887,1.826,3.937,6.349,2.919,40,
T1->T2,IXI021-Guys-0703,74,rcrf_n1,rcrf(单次推理),-0.8665,0.8668,2.326,3.855,5.564,1.531,20,18.36
T1->T2,IXI021-Guys-0703,74,rcrf_n4,rcrf(4次平均),-0.8741,0.8646,1.624,3.594,5.765,2.919,40,
T1->T2,IXI021-Guys-0703,74,unc_n4,unc(集成标准差),-0.9064,0.887,1.826,3.937,6.349,2.919,40,
T1->T2,IXI021-Guys-0703,74,random,uniform-random,0.0065,0.4931,-0.007,-0.024,-0.056,0.0,0,
T1->T2,IXI021-Guys-0703,74,full_skip2,rcrf+unc(w.6/.4),-0.8878,0.89,2.113,4.26,6.756,1.795,24,19.14
T1->T2,IXI021-Guys-0703,86,full_n4,rcrf+unc(w.6/.4),-0.8968,0.903,2.86,5.081,7.521,2.897,40,20.36
T1->T2,IXI021-Guys-0703,86,fusion_w1.0,w1=1.0,-0.8782,0.8839,2.523,4.368,6.364,2.897,40,
T1->T2,IXI021-Guys-0703,86,fusion_w0.7,w1=0.7,-0.8928,0.8996,2.804,4.908,7.395,2.897,40,
T1->T2,IXI021-Guys-0703,86,fusion_w0.5,w1=0.5,-0.9005,0.9057,2.807,5.229,7.895,2.897,40,
T1->T2,IXI021-Guys-0703,86,fusion_w0.3,w1=0.3,-0.9073,0.9086,2.5,5.372,8.356,2.897,40,
T1->T2,IXI021-Guys-0703,86,fusion_w0.0,w1=0.0,-0.9139,0.9042,2.173,4.236,7.337,2.897,40,
T1->T2,IXI021-Guys-0703,86,rcrf_n1,rcrf(单次推理),-0.871,0.8767,2.514,4.021,6.124,1.235,20,19.91
T1->T2,IXI021-Guys-0703,86,rcrf_n4,rcrf(4次平均),-0.8782,0.8839,2.523,4.368,6.364,2.897,40,
T1->T2,IXI021-Guys-0703,86,unc_n4,unc(集成标准差),-0.9139,0.9042,2.173,4.236,7.337,2.897,40,
T1->T2,IXI021-Guys-0703,86,random,uniform-random,0.0009,0.4969,0.031,0.025,0.052,0.0,0,
T1->T2,IXI021-Guys-0703,86,full_skip2,rcrf+unc(w.6/.4),-0.8904,0.9006,2.738,4.992,7.56,1.497,24,20.25
T1->T2,IXI021-Guys-0703,98,full_n4,rcrf+unc(w.6/.4),-0.9029,0.9088,3.21,5.913,8.778,2.65,40,21.14
T1->T2,IXI021-Guys-0703,98,fusion_w1.0,w1=1.0,-0.8879,0.8959,2.892,5.074,8.115,2.65,40,
T1->T2,IXI021-Guys-0703,98,fusion_w0.7,w1=0.7,-0.8994,0.9064,3.126,5.743,8.657,2.65,40,
T1->T2,IXI021-Guys-0703,98,fusion_w0.5,w1=0.5,-0.9063,0.9108,3.215,5.981,8.902,2.65,40,
T1->T2,IXI021-Guys-0703,98,fusion_w0.3,w1=0.3,-0.913,0.9133,3.194,6.064,9.674,2.65,40,
T1->T2,IXI021-Guys-0703,98,fusion_w0.0,w1=0.0,-0.9197,0.91,2.851,5.352,9.085,2.65,40,
T1->T2,IXI021-Guys-0703,98,rcrf_n1,rcrf(单次推理),-0.8774,0.8838,2.558,4.715,7.093,1.274,20,20.92
T1->T2,IXI021-Guys-0703,98,rcrf_n4,rcrf(4次平均),-0.8879,0.8959,2.892,5.074,8.115,2.65,40,
T1->T2,IXI021-Guys-0703,98,unc_n4,unc(集成标准差),-0.9197,0.91,2.851,5.352,9.085,2.65,40,
T1->T2,IXI021-Guys-0703,98,random,uniform-random,0.0086,0.5081,-0.002,-0.038,0.0,0.0,0,
T1->T2,IXI021-Guys-0703,98,full_skip2,rcrf+unc(w.6/.4),-0.897,0.9074,3.411,6.059,9.073,1.54,24,20.98
T1->T2,IXI021-Guys-0703,110,full_n4,rcrf+unc(w.6/.4),-0.8992,0.9107,2.697,5.804,10.534,2.584,40,20.2
T1->T2,IXI021-Guys-0703,110,fusion_w1.0,w1=1.0,-0.8868,0.9001,2.637,5.223,9.634,2.584,40,
T1->T2,IXI021-Guys-0703,110,fusion_w0.7,w1=0.7,-0.8964,0.9088,2.739,5.686,10.23,2.584,40,
T1->T2,IXI021-Guys-0703,110,fusion_w0.5,w1=0.5,-0.9019,0.9119,2.672,5.855,10.445,2.584,40,
T1->T2,IXI021-Guys-0703,110,fusion_w0.3,w1=0.3,-0.9071,0.9128,2.477,6.028,10.873,2.584,40,
T1->T2,IXI021-Guys-0703,110,fusion_w0.0,w1=0.0,-0.9078,0.9068,2.157,5.063,9.676,2.584,40,
T1->T2,IXI021-Guys-0703,110,rcrf_n1,rcrf(单次推理),-0.876,0.8889,2.351,4.812,8.387,1.394,20,20.26
T1->T2,IXI021-Guys-0703,110,rcrf_n4,rcrf(4次平均),-0.8868,0.9001,2.637,5.223,9.634,2.584,40,
T1->T2,IXI021-Guys-0703,110,unc_n4,unc(集成标准差),-0.9078,0.9068,2.157,5.063,9.676,2.584,40,
T1->T2,IXI021-Guys-0703,110,random,uniform-random,0.0137,0.5003,0.064,0.05,0.078,0.0,0,
T1->T2,IXI021-Guys-0703,110,full_skip2,rcrf+unc(w.6/.4),-0.8888,0.9067,2.748,5.518,9.841,1.47,24,20.27
T1->T2,IXI022-Guys-0701,22,full_n4,rcrf+unc(w.6/.4),-0.8882,0.9168,3.487,6.39,11.204,2.631,40,20.95
T1->T2,IXI022-Guys-0701,22,fusion_w1.0,w1=1.0,-0.863,0.9082,2.977,5.835,10.45,2.631,40,
T1->T2,IXI022-Guys-0701,22,fusion_w0.7,w1=0.7,-0.8826,0.9159,3.406,6.386,11.283,2.631,40,
T1->T2,IXI022-Guys-0701,22,fusion_w0.5,w1=0.5,-0.8936,0.9169,3.589,6.471,11.429,2.631,40,
T1->T2,IXI022-Guys-0701,22,fusion_w0.3,w1=0.3,-0.9035,0.914,3.473,6.337,11.564,2.631,40,
T1->T2,IXI022-Guys-0701,22,fusion_w0.0,w1=0.0,-0.9069,0.8968,2.796,5.327,10.562,2.631,40,
T1->T2,IXI022-Guys-0701,22,rcrf_n1,rcrf(单次推理),-0.8535,0.9023,2.929,5.469,9.274,1.703,20,20.75
T1->T2,IXI022-Guys-0701,22,rcrf_n4,rcrf(4次平均),-0.863,0.9082,2.977,5.835,10.45,2.631,40,
T1->T2,IXI022-Guys-0701,22,unc_n4,unc(集成标准差),-0.9069,0.8968,2.796,5.327,10.562,2.631,40,
T1->T2,IXI022-Guys-0701,22,random,uniform-random,0.0055,0.5041,0.029,0.052,0.144,0.0,0,
T1->T2,IXI022-Guys-0701,22,full_skip2,rcrf+unc(w.6/.4),-0.8685,0.9188,3.614,6.606,11.669,2.026,24,20.81
T1->T2,IXI022-Guys-0701,34,full_n4,rcrf+unc(w.6/.4),-0.87,0.874,3.058,4.983,7.272,3.291,40,20.35
T1->T2,IXI022-Guys-0701,34,fusion_w1.0,w1=1.0,-0.8537,0.8599,2.316,4.494,6.765,3.291,40,
T1->T2,IXI022-Guys-0701,34,fusion_w0.7,w1=0.7,-0.8662,0.8718,2.944,4.921,7.203,3.291,40,
T1->T2,IXI022-Guys-0701,34,fusion_w0.5,w1=0.5,-0.8739,0.8754,3.096,5.029,7.307,3.291,40,
T1->T2,IXI022-Guys-0701,34,fusion_w0.3,w1=0.3,-0.8821,0.8755,3.14,5.014,7.399,3.291,40,
T1->T2,IXI022-Guys-0701,34,fusion_w0.0,w1=0.0,-0.8955,0.8653,2.716,4.501,7.015,3.291,40,
T1->T2,IXI022-Guys-0701,34,rcrf_n1,rcrf(单次推理),-0.8466,0.8574,2.485,4.149,6.356,1.78,20,20.14
T1->T2,IXI022-Guys-0701,34,rcrf_n4,rcrf(4次平均),-0.8537,0.8599,2.316,4.494,6.765,3.291,40,
T1->T2,IXI022-Guys-0701,34,unc_n4,unc(集成标准差),-0.8955,0.8653,2.716,4.501,7.015,3.291,40,
T1->T2,IXI022-Guys-0701,34,random,uniform-random,0.0114,0.4917,0.011,-0.048,-0.099,0.0,0,
T1->T2,IXI022-Guys-0701,34,full_skip2,rcrf+unc(w.6/.4),-0.8607,0.871,3.162,5.027,7.028,2.194,24,20.19
T1->T2,IXI022-Guys-0701,46,full_n4,rcrf+unc(w.6/.4),-0.8778,0.8821,2.93,5.119,6.861,2.99,40,19.99
T1->T2,IXI022-Guys-0701,46,fusion_w1.0,w1=1.0,-0.8617,0.8693,2.625,4.545,6.411,2.99,40,
T1->T2,IXI022-Guys-0701,46,fusion_w0.7,w1=0.7,-0.8741,0.8801,2.87,5.081,6.646,2.99,40,
T1->T2,IXI022-Guys-0701,46,fusion_w0.5,w1=0.5,-0.8813,0.8833,2.973,5.033,7.043,2.99,40,
T1->T2,IXI022-Guys-0701,46,fusion_w0.3,w1=0.3,-0.8886,0.8835,2.952,4.844,7.093,2.99,40,
T1->T2,IXI022-Guys-0701,46,fusion_w0.0,w1=0.0,-0.896,0.8719,2.283,4.5,6.58,2.99,40,
T1->T2,IXI022-Guys-0701,46,rcrf_n1,rcrf(单次推理),-0.8508,0.8548,2.317,3.896,5.571,1.61,20,19.89
T1->T2,IXI022-Guys-0701,46,rcrf_n4,rcrf(4次平均),-0.8617,0.8693,2.625,4.545,6.411,2.99,40,
T1->T2,IXI022-Guys-0701,46,unc_n4,unc(集成标准差),-0.896,0.8719,2.283,4.5,6.58,2.99,40,
T1->T2,IXI022-Guys-0701,46,random,uniform-random,-0.0003,0.485,0.036,-0.011,-0.073,0.0,0,
T1->T2,IXI022-Guys-0701,46,full_skip2,rcrf+unc(w.6/.4),-0.8722,0.8828,2.999,5.248,6.97,1.461,24,19.96
T1->T2,IXI022-Guys-0701,58,full_n4,rcrf+unc(w.6/.4),-0.862,0.8716,2.243,4.172,5.671,2.855,40,20.1
T1->T2,IXI022-Guys-0701,58,fusion_w1.0,w1=1.0,-0.8412,0.845,1.754,3.366,4.819,2.855,40,
T1->T2,IXI022-Guys-0701,58,fusion_w0.7,w1=0.7,-0.8574,0.8666,2.201,4.092,5.474,2.855,40,
T1->T2,IXI022-Guys-0701,58,fusion_w0.5,w1=0.5,-0.8664,0.8759,2.231,4.296,5.912,2.855,40,
T1->T2,IXI022-Guys-0701,58,fusion_w0.3,w1=0.3,-0.8748,0.882,2.287,4.45,6.343,2.855,40,
T1->T2,IXI022-Guys-0701,58,fusion_w0.0,w1=0.0,-0.8845,0.8808,2.253,4.153,6.354,2.855,40,
T1->T2,IXI022-Guys-0701,58,rcrf_n1,rcrf(单次推理),-0.8301,0.8288,1.627,2.839,4.118,1.217,20,19.81
T1->T2,IXI022-Guys-0701,58,rcrf_n4,rcrf(4次平均),-0.8412,0.845,1.754,3.366,4.819,2.855,40,
T1->T2,IXI022-Guys-0701,58,unc_n4,unc(集成标准差),-0.8845,0.8808,2.253,4.153,6.354,2.855,40,
T1->T2,IXI022-Guys-0701,58,random,uniform-random,0.0089,0.4954,0.045,0.119,0.147,0.0,0,
T1->T2,IXI022-Guys-0701,58,full_skip2,rcrf+unc(w.6/.4),-0.8598,0.8678,2.316,4.367,5.902,1.788,24,20.04
T1->T2,IXI022-Guys-0701,70,full_n4,rcrf+unc(w.6/.4),-0.8445,0.7965,1.139,2.108,3.345,2.845,40,17.86
T1->T2,IXI022-Guys-0701,70,fusion_w1.0,w1=1.0,-0.83,0.7847,1.176,2.088,3.079,2.845,40,
T1->T2,IXI022-Guys-0701,70,fusion_w0.7,w1=0.7,-0.8409,0.7939,1.138,2.107,3.242,2.845,40,
T1->T2,IXI022-Guys-0701,70,fusion_w0.5,w1=0.5,-0.8479,0.7986,1.082,2.137,3.38,2.845,40,
T1->T2,IXI022-Guys-0701,70,fusion_w0.3,w1=0.3,-0.8548,0.8021,0.965,2.083,3.476,2.845,40,
T1->T2,IXI022-Guys-0701,70,fusion_w0.0,w1=0.0,-0.8644,0.8034,0.822,1.812,3.433,2.845,40,
T1->T2,IXI022-Guys-0701,70,rcrf_n1,rcrf(单次推理),-0.8195,0.7805,1.206,2.056,3.064,1.211,20,17.49
T1->T2,IXI022-Guys-0701,70,rcrf_n4,rcrf(4次平均),-0.83,0.7847,1.176,2.088,3.079,2.845,40,
T1->T2,IXI022-Guys-0701,70,unc_n4,unc(集成标准差),-0.8644,0.8034,0.822,1.812,3.433,2.845,40,
T1->T2,IXI022-Guys-0701,70,random,uniform-random,0.0149,0.4884,-0.033,0.013,-0.008,0.0,0,
T1->T2,IXI022-Guys-0701,70,full_skip2,rcrf+unc(w.6/.4),-0.8433,0.8017,1.261,2.27,3.493,1.916,24,17.82
T1->T2,IXI022-Guys-0701,82,full_n4,rcrf+unc(w.6/.4),-0.8759,0.8811,2.067,4.234,6.071,3.589,40,19.56
T1->T2,IXI022-Guys-0701,82,fusion_w1.0,w1=1.0,-0.8589,0.8569,1.68,3.44,5.226,3.589,40,
T1->T2,IXI022-Guys-0701,82,fusion_w0.7,w1=0.7,-0.8723,0.8764,1.975,4.053,5.945,3.589,40,
T1->T2,IXI022-Guys-0701,82,fusion_w0.5,w1=0.5,-0.8792,0.885,2.179,4.324,6.222,3.589,40,
T1->T2,IXI022-Guys-0701,82,fusion_w0.3,w1=0.3,-0.8852,0.8906,2.164,4.303,6.936,3.589,40,
T1->T2,IXI022-Guys-0701,82,fusion_w0.0,w1=0.0,-0.8897,0.8904,2.094,4.347,6.827,3.589,40,
T1->T2,IXI022-Guys-0701,82,rcrf_n1,rcrf(单次推理),-0.8463,0.8424,1.558,3.094,4.54,1.584,20,19.4
