task,subject,z,config,predictor,spearman,auroc,dpsnr10,dpsnr20,dpsnr30,elapsed_s,fwd_count,psnr
T1->T2,IXI025-Guys-0852,36,fusion_w0.0,w1=0.0,-0.9002,0.8967,2.035,4.243,6.85,3.304,40,
T1->T2,IXI025-Guys-0852,36,rcrf_n1,rcrf(单次推理),-0.8528,0.8953,2.794,4.819,7.269,1.591,20,23.31
T1->T2,IXI025-Guys-0852,36,rcrf_n4,rcrf(4次平均),-0.8645,0.9044,2.999,5.372,8.492,3.304,40,
T1->T2,IXI025-Guys-0852,36,unc_n4,unc(集成标准差),-0.9002,0.8967,2.035,4.243,6.85,3.304,40,
T1->T2,IXI025-Guys-0852,36,random,uniform-random,-0.0035,0.503,0.022,0.038,-0.036,0.0,0,
T1->T2,IXI025-Guys-0852,36,full_skip2,rcrf+unc(w.6/.4),-0.8742,0.9147,3.254,6.041,8.673,1.704,24,23.33
T1->T2,IXI025-Guys-0852,48,full_n4,rcrf+unc(w.6/.4),-0.8831,0.8985,2.632,5.106,7.433,2.872,40,22.69
T1->T2,IXI025-Guys-0852,48,fusion_w1.0,w1=1.0,-0.871,0.8871,2.369,4.764,6.985,2.872,40,
T1->T2,IXI025-Guys-0852,48,fusion_w0.7,w1=0.7,-0.8806,0.8966,2.565,5.077,7.368,2.872,40,
T1->T2,IXI025-Guys-0852,48,fusion_w0.5,w1=0.5,-0.8856,0.8998,2.609,5.138,7.422,2.872,40,
T1->T2,IXI025-Guys-0852,48,fusion_w0.3,w1=0.3,-0.89,0.9001,2.655,5.11,7.43,2.872,40,
T1->T2,IXI025-Guys-0852,48,fusion_w0.0,w1=0.0,-0.8955,0.8904,2.274,4.443,6.59,2.872,40,
T1->T2,IXI025-Guys-0852,48,rcrf_n1,rcrf(单次推理),-0.8631,0.8865,2.495,4.725,7.001,1.617,20,22.23
T1->T2,IXI025-Guys-0852,48,rcrf_n4,rcrf(4次平均),-0.871,0.8871,2.369,4.764,6.985,2.872,40,
T1->T2,IXI025-Guys-0852,48,unc_n4,unc(集成标准差),-0.8955,0.8904,2.274,4.443,6.59,2.872,40,
T1->T2,IXI025-Guys-0852,48,random,uniform-random,0.0027,0.5057,0.023,-0.016,-0.001,0.0,0,
T1->T2,IXI025-Guys-0852,48,full_skip2,rcrf+unc(w.6/.4),-0.8795,0.9076,3.022,5.457,7.943,1.86,24,22.62
T1->T2,IXI025-Guys-0852,60,full_n4,rcrf+unc(w.6/.4),-0.8821,0.9017,3.08,5.629,7.825,2.831,40,20.86
T1->T2,IXI025-Guys-0852,60,fusion_w1.0,w1=1.0,-0.8713,0.8913,3.126,5.265,7.353,2.831,40,
T1->T2,IXI025-Guys-0852,60,fusion_w0.7,w1=0.7,-0.8798,0.9002,3.128,5.556,7.76,2.831,40,
T1->T2,IXI025-Guys-0852,60,fusion_w0.5,w1=0.5,-0.8841,0.9023,2.977,5.69,7.933,2.831,40,
T1->T2,IXI025-Guys-0852,60,fusion_w0.3,w1=0.3,-0.8872,0.901,2.775,5.613,8.127,2.831,40,
T1->T2,IXI025-Guys-0852,60,fusion_w0.0,w1=0.0,-0.8836,0.8835,2.181,4.234,6.296,2.831,40,
T1->T2,IXI025-Guys-0852,60,rcrf_n1,rcrf(单次推理),-0.8612,0.8861,2.918,5.153,7.15,1.512,20,20.52
T1->T2,IXI025-Guys-0852,60,rcrf_n4,rcrf(4次平均),-0.8713,0.8913,3.126,5.265,7.353,2.831,40,
T1->T2,IXI025-Guys-0852,60,unc_n4,unc(集成标准差),-0.8836,0.8835,2.181,4.234,6.296,2.831,40,
T1->T2,IXI025-Guys-0852,60,random,uniform-random,0.0085,0.496,-0.088,-0.131,-0.033,0.0,0,
T1->T2,IXI025-Guys-0852,60,full_skip2,rcrf+unc(w.6/.4),-0.877,0.9022,3.033,6.003,8.234,1.567,24,20.82
T1->T2,IXI025-Guys-0852,72,full_n4,rcrf+unc(w.6/.4),-0.8574,0.8486,1.721,3.531,5.285,3.051,40,20.11
T1->T2,IXI025-Guys-0852,72,fusion_w1.0,w1=1.0,-0.8454,0.835,1.621,3.051,4.266,3.051,40,
T1->T2,IXI025-Guys-0852,72,fusion_w0.7,w1=0.7,-0.8548,0.8462,1.709,3.443,4.962,3.051,40,
T1->T2,IXI025-Guys-0852,72,fusion_w0.5,w1=0.5,-0.8597,0.8501,1.74,3.595,5.608,3.051,40,
T1->T2,IXI025-Guys-0852,72,fusion_w0.3,w1=0.3,-0.8636,0.8503,1.631,3.672,5.815,3.051,40,
T1->T2,IXI025-Guys-0852,72,fusion_w0.0,w1=0.0,-0.8644,0.8376,1.477,3.39,5.267,3.051,40,
T1->T2,IXI025-Guys-0852,72,rcrf_n1,rcrf(单次推理),-0.8344,0.8322,1.848,3.068,4.077,1.287,20,19.59
T1->T2,IXI025-Guys-0852,72,rcrf_n4,rcrf(4次平均),-0.8454,0.835,1.621,3.051,4.266,3.051,40,
T1->T2,IXI025-Guys-0852,72,unc_n4,unc(集成标准差),-0.8644,0.8377,1.477,3.39,5.267,3.051,40,
T1->T2,IXI025-Guys-0852,72,random,uniform-random,0.0026,0.493,-0.061,-0.066,-0.145,0.0,0,
T1->T2,IXI025-Guys-0852,72,full_skip2,rcrf+unc(w.6/.4),-0.8522,0.8552,1.968,3.778,5.482,2.012,24,20.01
