task,subject,z,config,predictor,spearman,auroc,dpsnr10,dpsnr20,dpsnr30,elapsed_s,fwd_count,psnr
T2->T1,IXI020-Guys-0700,46,random,uniform-random,-0.0085,0.4906,-0.04,-0.034,0.022,0.0,0,
T2->T1,IXI020-Guys-0700,46,full_skip2,rcrf+unc(w.6/.4),-0.8421,0.8777,3.328,4.591,5.637,2.672,24,19.2
T2->T1,IXI020-Guys-0700,58,full_n4,rcrf+unc(w.6/.4),-0.7728,0.8264,2.631,3.574,4.367,4.276,40,18.65
T2->T1,IXI020-Guys-0700,58,fusion_w1.0,w1=1.0,-0.7462,0.7996,2.553,3.202,3.691,4.276,40,
T2->T1,IXI020-Guys-0700,58,fusion_w0.7,w1=0.7,-0.7689,0.8234,2.631,3.535,4.314,4.276,40,
T2->T1,IXI020-Guys-0700,58,fusion_w0.5,w1=0.5,-0.7755,0.8276,2.542,3.597,4.383,4.276,40,
T2->T1,IXI020-Guys-0700,58,fusion_w0.3,w1=0.3,-0.7771,0.8251,2.183,3.514,4.476,4.276,40,
T2->T1,IXI020-Guys-0700,58,fusion_w0.0,w1=0.0,-0.7667,0.8014,0.928,1.793,2.764,4.276,40,
T2->T1,IXI020-Guys-0700,58,rcrf_n1,rcrf(单次推理),-0.74,0.7923,2.552,3.127,3.587,2.127,20,18.47
T2->T1,IXI020-Guys-0700,58,rcrf_n4,rcrf(4次平均),-0.7462,0.7996,2.553,3.202,3.691,4.276,40,
T2->T1,IXI020-Guys-0700,58,unc_n4,unc(集成标准差),-0.7667,0.8014,0.928,1.793,2.764,4.276,40,
T2->T1,IXI020-Guys-0700,58,random,uniform-random,-0.0072,0.5075,0.033,0.029,-0.035,0.0,0,
T2->T1,IXI020-Guys-0700,58,full_skip2,rcrf+unc(w.6/.4),-0.7682,0.827,2.858,3.736,4.522,2.638,24,18.47
T2->T1,IXI020-Guys-0700,70,full_n4,rcrf+unc(w.6/.4),-0.716,0.7678,1.728,2.391,2.893,4.17,40,18.86
T2->T1,IXI020-Guys-0700,70,fusion_w1.0,w1=1.0,-0.7015,0.7486,1.642,2.157,2.572,4.17,40,
T2->T1,IXI020-Guys-0700,70,fusion_w0.7,w1=0.7,-0.7139,0.7654,1.721,2.401,2.832,4.17,40,
T2->T1,IXI020-Guys-0700,70,fusion_w0.5,w1=0.5,-0.7171,0.7683,1.739,2.379,2.898,4.17,40,
T2->T1,IXI020-Guys-0700,70,fusion_w0.3,w1=0.3,-0.7164,0.7638,1.365,2.36,2.842,4.17,40,
T2->T1,IXI020-Guys-0700,70,fusion_w0.0,w1=0.0,-0.7038,0.7366,0.692,1.323,1.877,4.17,40,
T2->T1,IXI020-Guys-0700,70,rcrf_n1,rcrf(单次推理),-0.6992,0.7438,1.688,2.129,2.466,2.038,20,18.72
T2->T1,IXI020-Guys-0700,70,rcrf_n4,rcrf(4次平均),-0.7015,0.7486,1.642,2.157,2.572,4.17,40,
T2->T1,IXI020-Guys-0700,70,unc_n4,unc(集成标准差),-0.7038,0.7366,0.692,1.323,1.877,4.17,40,
T2->T1,IXI020-Guys-0700,70,random,uniform-random,0.0154,0.4865,-0.007,0.035,-0.005,0.0,0,
T2->T1,IXI020-Guys-0700,70,full_skip2,rcrf+unc(w.6/.4),-0.7191,0.7655,2.014,2.613,3.03,2.536,24,18.69
T2->T1,IXI020-Guys-0700,82,full_n4,rcrf+unc(w.6/.4),-0.7877,0.821,2.574,3.518,4.419,4.092,40,19.45
T2->T1,IXI020-Guys-0700,82,fusion_w1.0,w1=1.0,-0.7656,0.8045,2.33,3.068,3.978,4.092,40,
T2->T1,IXI020-Guys-0700,82,fusion_w0.7,w1=0.7,-0.7846,0.8195,2.557,3.43,4.386,4.092,40,
T2->T1,IXI020-Guys-0700,82,fusion_w0.5,w1=0.5,-0.7896,0.8209,2.583,3.659,4.471,4.092,40,
T2->T1,IXI020-Guys-0700,82,fusion_w0.3,w1=0.3,-0.7899,0.8163,2.208,3.605,4.513,4.092,40,
T2->T1,IXI020-Guys-0700,82,fusion_w0.0,w1=0.0,-0.7769,0.7881,0.905,1.806,2.862,4.092,40,
T2->T1,IXI020-Guys-0700,82,rcrf_n1,rcrf(单次推理),-0.7564,0.7934,2.331,3.178,3.8,1.858,20,19.33
T2->T1,IXI020-Guys-0700,82,rcrf_n4,rcrf(4次平均),-0.7656,0.8045,2.33,3.068,3.978,4.092,40,
T2->T1,IXI020-Guys-0700,82,unc_n4,unc(集成标准差),-0.7769,0.7881,0.905,1.806,2.862,4.092,40,
T2->T1,IXI020-Guys-0700,82,random,uniform-random,-0.0003,0.5022,-0.03,0.039,0.008,0.0,0,
T2->T1,IXI020-Guys-0700,82,full_skip2,rcrf+unc(w.6/.4),-0.7854,0.8218,2.725,3.668,4.439,2.385,24,19.27
T2->T1,IXI020-Guys-0700,94,full_n4,rcrf+unc(w.6/.4),-0.8381,0.868,3.18,4.414,5.605,3.927,40,20.8
T2->T1,IXI020-Guys-0700,94,fusion_w1.0,w1=1.0,-0.8208,0.8545,2.96,4.014,5.125,3.927,40,
T2->T1,IXI020-Guys-0700,94,fusion_w0.7,w1=0.7,-0.8355,0.8667,3.141,4.366,5.538,3.927,40,
T2->T1,IXI020-Guys-0700,94,fusion_w0.5,w1=0.5,-0.8398,0.8678,3.215,4.464,5.652,3.927,40,
T2->T1,IXI020-Guys-0700,94,fusion_w0.3,w1=0.3,-0.8406,0.8635,2.836,4.506,5.671,3.927,40,
T2->T1,IXI020-Guys-0700,94,fusion_w0.0,w1=0.0,-0.8295,0.838,1.468,2.703,4.105,3.927,40,
T2->T1,IXI020-Guys-0700,94,rcrf_n1,rcrf(单次推理),-0.815,0.856,3.018,4.057,5.071,1.881,20,20.54
T2->T1,IXI020-Guys-0700,94,rcrf_n4,rcrf(4次平均),-0.8208,0.8545,2.96,4.014,5.125,3.927,40,
T2->T1,IXI020-Guys-0700,94,unc_n4,unc(集成标准差),-0.8295,0.838,1.468,2.703,4.105,3.927,40,
T2->T1,IXI020-Guys-0700,94,random,uniform-random,0.0035,0.5046,0.005,0.028,0.027,0.0,0,
T2->T1,IXI020-Guys-0700,94,full_skip2,rcrf+unc(w.6/.4),-0.8362,0.8672,3.376,4.553,5.673,2.319,24,20.5
T2->T1,IXI020-Guys-0700,106,full_n4,rcrf+unc(w.6/.4),-0.8658,0.8841,2.044,3.689,6.291,3.779,40,21.33
T2->T1,IXI020-Guys-0700,106,fusion_w1.0,w1=1.0,-0.8525,0.8708,1.794,3.286,5.536,3.779,40,
T2->T1,IXI020-Guys-0700,106,fusion_w0.7,w1=0.7,-0.8632,0.8822,1.984,3.54,6.192,3.779,40,
T2->T1,IXI020-Guys-0700,106,fusion_w0.5,w1=0.5,-0.8682,0.8852,2.086,3.748,6.308,3.779,40,
T2->T1,IXI020-Guys-0700,106,fusion_w0.3,w1=0.3,-0.872,0.8849,2.216,3.787,5.978,3.779,40,
T2->T1,IXI020-Guys-0700,106,fusion_w0.0,w1=0.0,-0.8701,0.8716,1.953,3.568,5.519,3.779,40,
T2->T1,IXI020-Guys-0700,106,rcrf_n1,rcrf(单次推理),-0.8456,0.8654,1.899,3.347,5.235,1.855,20,21.22
T2->T1,IXI020-Guys-0700,106,rcrf_n4,rcrf(4次平均),-0.8525,0.8708,1.794,3.286,5.536,3.779,40,
T2->T1,IXI020-Guys-0700,106,unc_n4,unc(集成标准差),-0.8701,0.8716,1.953,3.568,5.519,3.779,40,
T2->T1,IXI020-Guys-0700,106,random,uniform-random,-0.0025,0.5088,-0.015,0.058,0.009,0.0,0,
T2->T1,IXI020-Guys-0700,106,full_skip2,rcrf+unc(w.6/.4),-0.8631,0.8891,2.272,3.899,7.273,2.31,24,21.12
T2->T1,IXI020-Guys-0700,118,full_n4,rcrf+unc(w.6/.4),-0.8272,0.9078,2.328,3.772,5.954,3.827,40,22.54
T2->T1,IXI020-Guys-0700,118,fusion_w1.0,w1=1.0,-0.8082,0.8908,1.977,3.063,5.925,3.827,40,
T2->T1,IXI020-Guys-0700,118,fusion_w0.7,w1=0.7,-0.8228,0.9043,2.265,3.567,5.958,3.827,40,
T2->T1,IXI020-Guys-0700,118,fusion_w0.5,w1=0.5,-0.8316,0.9107,2.334,3.949,6.026,3.827,40,
T2->T1,IXI020-Guys-0700,118,fusion_w0.3,w1=0.3,-0.8394,0.9148,2.38,4.254,6.209,3.827,40,
T2->T1,IXI020-Guys-0700,118,fusion_w0.0,w1=0.0,-0.8469,0.9122,2.148,4.255,6.167,3.827,40,
T2->T1,IXI020-Guys-0700,118,rcrf_n1,rcrf(单次推理),-0.7965,0.8872,1.972,3.048,5.543,1.908,20,22.28
T2->T1,IXI020-Guys-0700,118,rcrf_n4,rcrf(4次平均),-0.8082,0.8908,1.977,3.063,5.925,3.827,40,
T2->T1,IXI020-Guys-0700,118,unc_n4,unc(集成标准差),-0.8469,0.9122,2.148,4.255,6.167,3.827,40,
T2->T1,IXI020-Guys-0700,118,random,uniform-random,0.001,0.5026,-0.024,-0.022,0.027,0.0,0,
T2->T1,IXI020-Guys-0700,118,full_skip2,rcrf+unc(w.6/.4),-0.8219,0.9125,2.533,3.966,6.662,2.255,24,22.21
T2->T1,IXI021-Guys-0703,38,full_n4,rcrf+unc(w.6/.4),-0.8305,0.8422,2.207,3.041,3.719,3.801,40,18.71
T2->T1,IXI021-Guys-0703,38,fusion_w1.0,w1=1.0,-0.8087,0.8156,1.705,2.369,2.902,3.801,40,
T2->T1,IXI021-Guys-0703,38,fusion_w0.7,w1=0.7,-0.8268,0.8378,2.135,2.906,3.562,3.801,40,
T2->T1,IXI021-Guys-0703,38,fusion_w0.5,w1=0.5,-0.8332,0.8451,2.228,3.151,3.832,3.801,40,
T2->T1,IXI021-Guys-0703,38,fusion_w0.3,w1=0.3,-0.8354,0.8462,2.253,3.363,3.948,3.801,40,
T2->T1,IXI021-Guys-0703,38,fusion_w0.0,w1=0.0,-0.8199,0.8254,1.472,2.849,3.656,3.801,40,
T2->T1,IXI021-Guys-0703,38,rcrf_n1,rcrf(单次推理),-0.8057,0.8158,1.754,2.296,2.747,1.921,20,18.83
T2->T1,IXI021-Guys-0703,38,rcrf_n4,rcrf(4次平均),-0.8087,0.8156,1.705,2.369,2.902,3.801,40,
T2->T1,IXI021-Guys-0703,38,unc_n4,unc(集成标准差),-0.8199,0.8254,1.472,2.849,3.656,3.801,40,
T2->T1,IXI021-Guys-0703,38,random,uniform-random,-0.0056,0.5043,-0.021,0.02,-0.035,0.0,0,
T2->T1,IXI021-Guys-0703,38,full_skip2,rcrf+unc(w.6/.4),-0.8343,0.8482,2.673,3.503,4.036,2.439,24,18.47
T2->T1,IXI021-Guys-0703,50,full_n4,rcrf+unc(w.6/.4),-0.7868,0.7937,1.354,1.988,2.336,3.869,40,20.05
T2->T1,IXI021-Guys-0703,50,fusion_w1.0,w1=1.0,-0.7719,0.7848,1.27,1.768,2.121,3.869,40,
T2->T1,IXI021-Guys-0703,50,fusion_w0.7,w1=0.7,-0.7848,0.7931,1.349,1.996,2.294,3.869,40,
T2->T1,IXI021-Guys-0703,50,fusion_w0.5,w1=0.5,-0.7879,0.7934,1.372,2.016,2.337,3.869,40,
T2->T1,IXI021-Guys-0703,50,fusion_w0.3,w1=0.3,-0.7873,0.7895,1.291,1.984,2.232,3.869,40,
T2->T1,IXI021-Guys-0703,50,fusion_w0.0,w1=0.0,-0.7729,0.7693,1.063,1.666,1.993,3.869,40,
T2->T1,IXI021-Guys-0703,50,rcrf_n1,rcrf(单次推理),-0.758,0.768,1.284,1.685,1.806,1.882,20,19.85
T2->T1,IXI021-Guys-0703,50,rcrf_n4,rcrf(4次平均),-0.7719,0.7848,1.27,1.768,2.121,3.869,40,
T2->T1,IXI021-Guys-0703,50,unc_n4,unc(集成标准差),-0.7729,0.7693,1.063,1.666,1.993,3.869,40,
T2->T1,IXI021-Guys-0703,50,random,uniform-random,0.0052,0.4915,-0.032,0.078,0.072,0.0,0,
T2->T1,IXI021-Guys-0703,50,full_skip2,rcrf+unc(w.6/.4),-0.7775,0.7863,1.369,1.9,2.136,2.481,24,19.94
T2->T1,IXI021-Guys-0703,62,full_n4,rcrf+unc(w.6/.4),-0.7351,0.7564,0.979,1.523,1.739,3.829,40,19.13
T2->T1,IXI021-Guys-0703,62,fusion_w1.0,w1=1.0,-0.7071,0.7419,0.835,1.3,1.45,3.829,40,
T2->T1,IXI021-Guys-0703,62,fusion_w0.7,w1=0.7,-0.7307,0.7552,0.962,1.519,1.69,3.829,40,
T2->T1,IXI021-Guys-0703,62,fusion_w0.5,w1=0.5,-0.7384,0.7564,0.968,1.53,1.765,3.829,40,
T2->T1,IXI021-Guys-0703,62,fusion_w0.3,w1=0.3,-0.7416,0.7528,0.904,1.465,1.716,3.829,40,
T2->T1,IXI021-Guys-0703,62,fusion_w0.0,w1=0.0,-0.7339,0.7357,0.741,1.243,1.513,3.829,40,
T2->T1,IXI021-Guys-0703,62,rcrf_n1,rcrf(单次推理),-0.6928,0.7365,0.849,1.32,1.464,1.925,20,18.96
T2->T1,IXI021-Guys-0703,62,rcrf_n4,rcrf(4次平均),-0.7071,0.7419,0.835,1.3,1.45,3.829,40,
T2->T1,IXI021-Guys-0703,62,unc_n4,unc(集成标准差),-0.7339,0.7357,0.741,1.243,1.513,3.829,40,
T2->T1,IXI021-Guys-0703,62,random,uniform-random,-0.0098,0.5115,0.046,0.045,0.056,0.0,0,
T2->T1,IXI021-Guys-0703,62,full_skip2,rcrf+unc(w.6/.4),-0.7365,0.7641,1.005,1.619,1.731,2.207,24,19.06
T2->T1,IXI021-Guys-0703,74,full_n4,rcrf+unc(w.6/.4),-0.6638,0.7027,0.541,0.763,0.792,3.89,40,18.18
T2->T1,IXI021-Guys-0703,74,fusion_w1.0,w1=1.0,-0.626,0.6739,0.44,0.496,0.436,3.89,40,
T2->T1,IXI021-Guys-0703,74,fusion_w0.7,w1=0.7,-0.6571,0.6976,0.527,0.674,0.733,3.89,40,
T2->T1,IXI021-Guys-0703,74,fusion_w0.5,w1=0.5,-0.669,0.7066,0.546,0.793,0.826,3.89,40,
T2->T1,IXI021-Guys-0703,74,fusion_w0.3,w1=0.3,-0.675,0.7106,0.554,0.804,0.908,3.89,40,
T2->T1,IXI021-Guys-0703,74,fusion_w0.0,w1=0.0,-0.6717,0.7058,0.505,0.754,0.852,3.89,40,
T2->T1,IXI021-Guys-0703,74,rcrf_n1,rcrf(单次推理),-0.617,0.6669,0.394,0.41,0.37,1.977,20,18.11
T2->T1,IXI021-Guys-0703,74,rcrf_n4,rcrf(4次平均),-0.626,0.6739,0.44,0.496,0.436,3.89,40,
T2->T1,IXI021-Guys-0703,74,unc_n4,unc(集成标准差),-0.6717,0.7058,0.505,0.754,0.852,3.89,40,
T2->T1,IXI021-Guys-0703,74,random,uniform-random,-0.0111,0.5042,0.019,-0.008,-0.07,0.0,0,
T2->T1,IXI021-Guys-0703,74,full_skip2,rcrf+unc(w.6/.4),-0.6556,0.7028,0.641,0.823,0.762,2.391,24,18.16
T2->T1,IXI021-Guys-0703,86,full_n4,rcrf+unc(w.6/.4),-0.7075,0.7228,0.731,0.976,0.926,3.996,40,18.5
T2->T1,IXI021-Guys-0703,86,fusion_w1.0,w1=1.0,-0.6637,0.6977,0.547,0.689,0.682,3.996,40,
T2->T1,IXI021-Guys-0703,86,fusion_w0.7,w1=0.7,-0.7001,0.7194,0.687,0.937,0.909,3.996,40,
T2->T1,IXI021-Guys-0703,86,fusion_w0.5,w1=0.5,-0.7131,0.7249,0.713,0.968,1.001,3.996,40,
T2->T1,IXI021-Guys-0703,86,fusion_w0.3,w1=0.3,-0.7189,0.725,0.696,0.95,1.029,3.996,40,
T2->T1,IXI021-Guys-0703,86,fusion_w0.0,w1=0.0,-0.7106,0.7134,0.548,0.79,0.869,3.996,40,
T2->T1,IXI021-Guys-0703,86,rcrf_n1,rcrf(单次推理),-0.6488,0.6818,0.522,0.603,0.558,2.006,20,18.36
T2->T1,IXI021-Guys-0703,86,rcrf_n4,rcrf(4次平均),-0.6637,0.6977,0.547,0.689,0.682,3.996,40,
T2->T1,IXI021-Guys-0703,86,unc_n4,unc(集成标准差),-0.7106,0.7134,0.548,0.79,0.869,3.996,40,
T2->T1,IXI021-Guys-0703,86,random,uniform-random,-0.0021,0.4973,-0.015,-0.059,-0.095,0.0,0,
T2->T1,IXI021-Guys-0703,86,full_skip2,rcrf+unc(w.6/.4),-0.7059,0.7293,0.799,1.052,1.148,2.376,24,18.36
T2->T1,IXI021-Guys-0703,98,full_n4,rcrf+unc(w.6/.4),-0.7593,0.7628,0.869,1.284,1.352,3.993,40,19.89
T2->T1,IXI021-Guys-0703,98,fusion_w1.0,w1=1.0,-0.7319,0.7452,0.757,1.122,1.15,3.993,40,
T2->T1,IXI021-Guys-0703,98,fusion_w0.7,w1=0.7,-0.7548,0.7609,0.848,1.287,1.325,3.993,40,
T2->T1,IXI021-Guys-0703,98,fusion_w0.5,w1=0.5,-0.7629,0.7636,0.882,1.271,1.351,3.993,40,
T2->T1,IXI021-Guys-0703,98,fusion_w0.3,w1=0.3,-0.7665,0.7618,0.866,1.233,1.357,3.993,40,
T2->T1,IXI021-Guys-0703,98,fusion_w0.0,w1=0.0,-0.759,0.7458,0.71,1.027,1.159,3.993,40,
T2->T1,IXI021-Guys-0703,98,rcrf_n1,rcrf(单次推理),-0.7215,0.7397,0.819,1.168,1.182,1.99,20,19.63
T2->T1,IXI021-Guys-0703,98,rcrf_n4,rcrf(4次平均),-0.7319,0.7452,0.757,1.122,1.15,3.993,40,
T2->T1,IXI021-Guys-0703,98,unc_n4,unc(集成标准差),-0.759,0.7458,0.71,1.027,1.159,3.993,40,
T2->T1,IXI021-Guys-0703,98,random,uniform-random,-0.0018,0.5087,-0.023,0.047,-0.021,0.0,0,
T2->T1,IXI021-Guys-0703,98,full_skip2,rcrf+unc(w.6/.4),-0.7601,0.7671,0.97,1.554,1.555,2.372,24,19.76
T2->T1,IXI021-Guys-0703,110,full_n4,rcrf+unc(w.6/.4),-0.7931,0.7692,1.044,1.373,1.682,3.995,40,18.87
T2->T1,IXI021-Guys-0703,110,fusion_w1.0,w1=1.0,-0.7745,0.7535,0.895,1.213,1.413,3.995,40,
T2->T1,IXI021-Guys-0703,110,fusion_w0.7,w1=0.7,-0.7897,0.7668,1.024,1.38,1.65,3.995,40,
T2->T1,IXI021-Guys-0703,110,fusion_w0.5,w1=0.5,-0.7957,0.7706,1.095,1.377,1.708,3.995,40,
T2->T1,IXI021-Guys-0703,110,fusion_w0.3,w1=0.3,-0.7986,0.7705,1.038,1.444,1.701,3.995,40,
T2->T1,IXI021-Guys-0703,110,fusion_w0.0,w1=0.0,-0.793,0.758,0.842,1.262,1.483,3.995,40,
T2->T1,IXI021-Guys-0703,110,rcrf_n1,rcrf(单次推理),-0.7647,0.7436,0.866,1.178,1.287,1.913,20,18.61
T2->T1,IXI021-Guys-0703,110,rcrf_n4,rcrf(4次平均),-0.7745,0.7535,0.895,1.213,1.413,3.995,40,
T2->T1,IXI021-Guys-0703,110,unc_n4,unc(集成标准差),-0.793,0.758,0.842,1.262,1.483,3.995,40,
T2->T1,IXI021-Guys-0703,110,random,uniform-random,0.0082,0.4978,0.015,0.034,0.04,0.0,0,
T2->T1,IXI021-Guys-0703,110,full_skip2,rcrf+unc(w.6/.4),-0.7897,0.7696,1.131,1.424,1.709,2.36,24,18.78
T2->T1,IXI022-Guys-0701,22,full_n4,rcrf+unc(w.6/.4),-0.8496,0.8483,1.557,2.978,4.958,3.746,40,19.87
T2->T1,IXI022-Guys-0701,22,fusion_w1.0,w1=1.0,-0.8355,0.842,1.243,2.879,4.536,3.746,40,
T2->T1,IXI022-Guys-0701,22,fusion_w0.7,w1=0.7,-0.8471,0.8476,1.49,2.96,4.767,3.746,40,
T2->T1,IXI022-Guys-0701,22,fusion_w0.5,w1=0.5,-0.8518,0.8485,1.595,2.955,5.096,3.746,40,
T2->T1,IXI022-Guys-0701,22,fusion_w0.3,w1=0.3,-0.8544,0.8474,1.581,3.037,5.137,3.746,40,
T2->T1,IXI022-Guys-0701,22,fusion_w0.0,w1=0.0,-0.8454,0.841,1.425,3.002,4.882,3.746,40,
T2->T1,IXI022-Guys-0701,22,rcrf_n1,rcrf(单次推理),-0.8248,0.8314,1.059,2.442,4.221,1.922,20,19.67
T2->T1,IXI022-Guys-0701,22,rcrf_n4,rcrf(4次平均),-0.8355,0.842,1.243,2.879,4.536,3.746,40,
T2->T1,IXI022-Guys-0701,22,unc_n4,unc(集成标准差),-0.8454,0.841,1.425,3.002,4.882,3.746,40,
T2->T1,IXI022-Guys-0701,22,random,uniform-random,0.0123,0.4883,-0.06,-0.053,-0.017,0.0,0,
T2->T1,IXI022-Guys-0701,22,full_skip2,rcrf+unc(w.6/.4),-0.8376,0.8509,1.72,3.376,5.119,2.409,24,19.75
T2->T1,IXI022-Guys-0701,34,full_n4,rcrf+unc(w.6/.4),-0.8109,0.8124,1.448,2.495,3.787,3.952,40,19.53
T2->T1,IXI022-Guys-0701,34,fusion_w1.0,w1=1.0,-0.7904,0.7915,1.219,2.034,3.151,3.952,40,
T2->T1,IXI022-Guys-0701,34,fusion_w0.7,w1=0.7,-0.8064,0.8082,1.412,2.358,3.593,3.952,40,
T2->T1,IXI022-Guys-0701,34,fusion_w0.5,w1=0.5,-0.8149,0.816,1.5,2.598,3.84,3.952,40,
T2->T1,IXI022-Guys-0701,34,fusion_w0.3,w1=0.3,-0.822,0.8213,1.454,2.867,4.101,3.952,40,
T2->T1,IXI022-Guys-0701,34,fusion_w0.0,w1=0.0,-0.8249,0.8225,1.198,2.775,3.908,3.952,40,
T2->T1,IXI022-Guys-0701,34,rcrf_n1,rcrf(单次推理),-0.7779,0.7782,1.132,1.966,2.799,1.932,20,19.4
T2->T1,IXI022-Guys-0701,34,rcrf_n4,rcrf(4次平均),-0.7904,0.7915,1.219,2.034,3.151,3.952,40,
T2->T1,IXI022-Guys-0701,34,unc_n4,unc(集成标准差),-0.8249,0.8225,1.198,2.775,3.908,3.952,40,
T2->T1,IXI022-Guys-0701,34,random,uniform-random,-0.0025,0.5085,0.008,0.028,0.027,0.0,0,
T2->T1,IXI022-Guys-0701,34,full_skip2,rcrf+unc(w.6/.4),-0.7981,0.8029,1.416,2.428,3.309,2.412,24,19.25
T2->T1,IXI022-Guys-0701,46,full_n4,rcrf+unc(w.6/.4),-0.7888,0.8422,2.362,3.565,4.735,3.933,40,19.33
T2->T1,IXI022-Guys-0701,46,fusion_w1.0,w1=1.0,-0.7892,0.8334,2.518,3.381,4.065,3.933,40,
T2->T1,IXI022-Guys-0701,46,fusion_w0.7,w1=0.7,-0.7921,0.8445,2.457,3.57,4.686,3.933,40,
T2->T1,IXI022-Guys-0701,46,fusion_w0.5,w1=0.5,-0.7843,0.838,2.295,3.508,4.728,3.933,40,
